Spectrum Name:,
Description:,
Student ID:,
Detector Used:,
Comments:,
Acquisition Mode:,Mossbauer
Mossbauer Dwell Time:,0.1 mSeconds
Elapsed Passes:,1104008 
High Voltage:,1800
Conversion Gain:,2048
Coarse Gain:,8
Fine Gain:,1.77
ULD:,  45%
LLD:,  28%

Channel Data:
Chan,Dwell(mSec.),Counts
0,      0.10,5830
1,      0.20,5961
2,      0.30,5840
3,      0.40,5935
4,      0.50,5864
5,      0.60,5863
6,      0.70,5881
7,      0.80,5728
8,      0.90,5782
9,      1.00,5900
10,      1.10,5800
11,      1.20,5851
12,      1.30,5755
13,      1.40,5913
14,      1.50,5843
15,      1.60,5839
16,      1.70,5766
17,      1.80,5802
18,      1.90,5837
19,      2.00,5800
20,      2.10,5851
21,      2.20,5679
22,      2.30,5804
23,      2.40,5954
24,      2.50,5843
25,      2.60,5892
26,      2.70,5886
27,      2.80,5953
28,      2.90,5814
29,      3.00,5900
30,      3.10,5884
31,      3.20,5834
32,      3.30,5835
33,      3.40,5798
34,      3.50,5929
35,      3.60,5731
36,      3.70,5766
37,      3.80,5935
38,      3.90,5789
39,      4.00,5747
40,      4.10,5824
41,      4.20,5788
42,      4.30,5819
43,      4.40,5651
44,      4.50,5997
45,      4.60,5761
46,      4.70,5757
47,      4.80,5714
48,      4.90,5611
49,      5.00,5784
50,      5.10,5658
51,      5.20,5674
52,      5.30,5449
53,      5.40,5391
54,      5.50,5415
55,      5.60,5271
56,      5.70,5258
57,      5.80,5275
58,      5.90,5244
59,      6.00,5288
60,      6.10,5358
61,      6.20,5457
62,      6.30,5473
63,      6.40,5472
64,      6.50,5571
65,      6.60,5577
66,      6.70,5684
67,      6.80,5659
68,      6.90,5618
69,      7.00,5772
70,      7.10,5754
71,      7.20,5743
72,      7.30,5750
73,      7.40,5719
74,      7.50,5581
75,      7.60,5890
76,      7.70,5869
77,      7.80,5773
78,      7.90,5709
79,      8.00,5831
80,      8.10,5890
81,      8.20,5816
82,      8.30,5804
83,      8.40,5825
84,      8.50,5900
85,      8.60,5831
86,      8.70,5753
87,      8.80,5784
88,      8.90,5823
89,      9.00,5842
90,      9.10,5819
91,      9.20,5848
92,      9.30,5799
93,      9.40,5886
94,      9.50,5917
95,      9.60,5876
96,      9.70,5699
97,      9.80,5847
98,      9.90,5856
99,     10.00,5841
100,     10.10,5838
101,     10.20,5802
102,     10.30,5871
103,     10.40,5715
104,     10.50,5924
105,     10.60,5775
106,     10.70,5852
107,     10.80,5789
108,     10.90,5890
109,     11.00,5707
110,     11.10,5816
