Spectrum Name:,
Description:,
Student ID:,
Detector Used:,
Comments:,
Acquisition Mode:,extMoss
Mossbauer Dwell Time:,0.1 mSeconds
Elapsed Passes:,4000 
High Voltage:,0
Conversion Gain:,2048
Coarse Gain:,8
Fine Gain:,1.77
ULD:,  45%
LLD:,  28%

Channel Data:
Chan,Dwell(mSec.),Counts
0,      0.10,15885
1,      0.20,15873
2,      0.30,15973
3,      0.40,16072
4,      0.50,16166
5,      0.60,15908
6,      0.70,16036
7,      0.80,16077
8,      0.90,15833
9,      1.00,15974
10,      1.10,15762
11,      1.20,15575
12,      1.30,15469
13,      1.40,15419
14,      1.50,15271
15,      1.60,15156
16,      1.70,14780
17,      1.80,14653
18,      1.90,14498
19,      2.00,14224
20,      2.10,13831
21,      2.20,13423
22,      2.30,13240
23,      2.40,12812
24,      2.50,12450
25,      2.60,12170
26,      2.70,11745
27,      2.80,11406
28,      2.90,10975
29,      3.00,10598
30,      3.10,10173
31,      3.20,9782
32,      3.30,9310
33,      3.40,8872
34,      3.50,8496
35,      3.60,7878
36,      3.70,7499
37,      3.80,6894
38,      3.90,6504
39,      4.00,6014
40,      4.10,5590
41,      4.20,5065
42,      4.30,4657
43,      4.40,4197
44,      4.50,3783
45,      4.60,3271
46,      4.70,2862
47,      4.80,2309
48,      4.90,1942
49,      5.00,1434
50,      5.10,1018
51,      5.20,622
52,      5.30,526
53,      5.40,1526
54,      5.50,1271
55,      5.60,1147
56,      5.70,1456
57,      5.80,1975
58,      5.90,2420
59,      6.00,2781
60,      6.10,3121
61,      6.20,3473
62,      6.30,3910
63,      6.40,4196
64,      6.50,4562
65,      6.60,4925
66,      6.70,5125
67,      6.80,5418
68,      6.90,5676
69,      7.00,5920
70,      7.10,6313
71,      7.20,6465
72,      7.30,6751
73,      7.40,6997
74,      7.50,7317
75,      7.60,7542
76,      7.70,7932
77,      7.80,8095
78,      7.90,8340
79,      8.00,8472
80,      8.10,8850
81,      8.20,9048
82,      8.30,9311
83,      8.40,9545
84,      8.50,9805
85,      8.60,9977
86,      8.70,10311
87,      8.80,10507
88,      8.90,10769
89,      9.00,11163
90,      9.10,11423
91,      9.20,11632
92,      9.30,11939
93,      9.40,12130
94,      9.50,12452
95,      9.60,12686
96,      9.70,12903
97,      9.80,13294
98,      9.90,13528
99,     10.00,13939
100,     10.10,14187
101,     10.20,14442
102,     10.30,14917
103,     10.40,15069
104,     10.50,15373
105,     10.60,15701
106,     10.70,15932
107,     10.80,16229
108,     10.90,16540
109,     11.00,16747
110,     11.10,17202
111,     11.20,17428
112,     11.30,17713
113,     11.40,18206
114,     11.50,18491
115,     11.60,18769
116,     11.70,18946
117,     11.80,19096
118,     11.90,19122
119,     12.00,19317
120,     12.10,19550
121,     12.20,19753
122,     12.30,19844
123,     12.40,20076
124,     12.50,20274
125,     12.60,20174
126,     12.70,20283
127,     12.80,20318
128,     12.90,20218
129,     13.00,20283
130,     13.10,20349
131,     13.20,20123
132,     13.30,20024
133,     13.40,19930
134,     13.50,19815
135,     13.60,19773
136,     13.70,19568
137,     13.80,19441
138,     13.90,19169
139,     14.00,18932
140,     14.10,18743
141,     14.20,18280
142,     14.30,17939
143,     14.40,17560
144,     14.50,17067
145,     14.60,16764
146,     14.70,16421
147,     14.80,16270
148,     14.90,15893
149,     15.00,15680
150,     15.10,15574
151,     15.20,15290
152,     15.30,15269
153,     15.40,15163
154,     15.50,15063
155,     15.60,15033
156,     15.70,15142
157,     15.80,15180
158,     15.90,15086
159,     16.00,15117
160,     16.10,15119
161,     16.20,15240
162,     16.30,15310
163,     16.40,15458
164,     16.50,15421
165,     16.60,15409
166,     16.70,15593
167,     16.80,15594
168,     16.90,15600
169,     17.00,15598
170,     17.10,15607
171,     17.20,15600
172,     17.30,15515
173,     17.40,15555
174,     17.50,15500
175,     17.60,15634
176,     17.70,15437
177,     17.80,15610
178,     17.90,15661
179,     18.00,15741
180,     18.10,15729
181,     18.20,15689
182,     18.30,15721
183,     18.40,15852
184,     18.50,15749
185,     18.60,15879
186,     18.70,15909
187,     18.80,15862
188,     18.90,15913
189,     19.00,15894
190,     19.10,15823
191,     19.20,15965
192,     19.30,16036
193,     19.40,16018
194,     19.50,15931
195,     19.60,15984
196,     19.70,15828
197,     19.80,15969
198,     19.90,15846
199,     20.00,15907
200,     20.10,15784
201,     20.20,15851
202,     20.30,15846
203,     20.40,15821
204,     20.50,15819
205,     20.60,15731
206,     20.70,15575
207,     20.80,15642
208,     20.90,15518
209,     21.00,15584
210,     21.10,15440
211,     21.20,15525
212,     21.30,15385
213,     21.40,15244
214,     21.50,15333
215,     21.60,15235
216,     21.70,15174
217,     21.80,15079
218,     21.90,15104
219,     22.00,15040
220,     22.10,14979
221,     22.20,14882
222,     22.30,14936
223,     22.40,14920
224,     22.50,14805
225,     22.60,14807
226,     22.70,14774
227,     22.80,14786
228,     22.90,14691
229,     23.00,14693
230,     23.10,14711
231,     23.20,14740
232,     23.30,14710
233,     23.40,14672
234,     23.50,14706
235,     23.60,14723
236,     23.70,14664
237,     23.80,14661
238,     23.90,14768
239,     24.00,14778
240,     24.10,14735
241,     24.20,14835
242,     24.30,14872
243,     24.40,14885
244,     24.50,14884
245,     24.60,14715
246,     24.70,14971
247,     24.80,14982
248,     24.90,14846
249,     25.00,14957
250,     25.10,14957
251,     25.20,14985
252,     25.30,14945
253,     25.40,14875
254,     25.50,14994
255,     25.60,15026
256,     25.70,15027
257,     25.80,14992
258,     25.90,15061
259,     26.00,15026
260,     26.10,15051
261,     26.20,14958
262,     26.30,15002
263,     26.40,14975
264,     26.50,14877
265,     26.60,14992
266,     26.70,14944
267,     26.80,14760
268,     26.90,14706
269,     27.00,14813
270,     27.10,14858
271,     27.20,14697
272,     27.30,14660
273,     27.40,14664
274,     27.50,14558
275,     27.60,14539
276,     27.70,14431
277,     27.80,14354
278,     27.90,14304
279,     28.00,14305
280,     28.10,14358
281,     28.20,14128
282,     28.30,14057
283,     28.40,14062
284,     28.50,13905
285,     28.60,13936
286,     28.70,13961
287,     28.80,13846
288,     28.90,13727
289,     29.00,13648
290,     29.10,13684
291,     29.20,13663
292,     29.30,13500
293,     29.40,13397
294,     29.50,13452
295,     29.60,13410
296,     29.70,13453
297,     29.80,13269
298,     29.90,13303
299,     30.00,13241
300,     30.10,13242
301,     30.20,13128
302,     30.30,13277
303,     30.40,13145
304,     30.50,13086
305,     30.60,13087
306,     30.70,13172
307,     30.80,13059
308,     30.90,13192
309,     31.00,13067
310,     31.10,13244
311,     31.20,13200
312,     31.30,13337
313,     31.40,13177
314,     31.50,13436
315,     31.60,13258
316,     31.70,13414
317,     31.80,13348
318,     31.90,13489
319,     32.00,13572
320,     32.10,13401
321,     32.20,13640
322,     32.30,13544
323,     32.40,13641
324,     32.50,13709
325,     32.60,13725
326,     32.70,13736
327,     32.80,13864
328,     32.90,13924
329,     33.00,13837
330,     33.10,14003
331,     33.20,13827
332,     33.30,14004
333,     33.40,14070
334,     33.50,14044
335,     33.60,14143
336,     33.70,14041
337,     33.80,14005
338,     33.90,13970
339,     34.00,13957
340,     34.10,13709
341,     34.20,13573
342,     34.30,13610
343,     34.40,13327
344,     34.50,13159
345,     34.60,13097
346,     34.70,13006
347,     34.80,12729
348,     34.90,12595
349,     35.00,12425
350,     35.10,12360
351,     35.20,12192
352,     35.30,12033
353,     35.40,11933
354,     35.50,12016
355,     35.60,11807
356,     35.70,11766
357,     35.80,11767
358,     35.90,11736
359,     36.00,11667
360,     36.10,11817
361,     36.20,11777
362,     36.30,11855
363,     36.40,11910
364,     36.50,11831
365,     36.60,11944
366,     36.70,11868
367,     36.80,11925
368,     36.90,11771
369,     37.00,11839
370,     37.10,11831
371,     37.20,11795
372,     37.30,11761
373,     37.40,11659
374,     37.50,11683
375,     37.60,11676
376,     37.70,11673
377,     37.80,11649
378,     37.90,11511
379,     38.00,11640
380,     38.10,11588
381,     38.20,11580
382,     38.30,11517
383,     38.40,11586
384,     38.50,11580
385,     38.60,11620
386,     38.70,11635
387,     38.80,11685
388,     38.90,11663
389,     39.00,11662
390,     39.10,11601
391,     39.20,11727
392,     39.30,11696
393,     39.40,11780
394,     39.50,11858
395,     39.60,11873
396,     39.70,11865
397,     39.80,12028
398,     39.90,11998
399,     40.00,11895
400,     40.10,11920
401,     40.20,12030
402,     40.30,12073
403,     40.40,12061
404,     40.50,12126
405,     40.60,11997
406,     40.70,12071
407,     40.80,12111
408,     40.90,12106
409,     41.00,12098
410,     41.10,12073
411,     41.20,12137
412,     41.30,12053
413,     41.40,12076
414,     41.50,12073
415,     41.60,12127
416,     41.70,11993
417,     41.80,11949
418,     41.90,11960
419,     42.00,11982
420,     42.10,11943
421,     42.20,11866
422,     42.30,11846
423,     42.40,11808
424,     42.50,11785
425,     42.60,11730
426,     42.70,11674
427,     42.80,11663
428,     42.90,11616
429,     43.00,11612
430,     43.10,11490
431,     43.20,11502
432,     43.30,11304
433,     43.40,11317
434,     43.50,11299
435,     43.60,11184
436,     43.70,11146
437,     43.80,11146
438,     43.90,11020
439,     44.00,11063
440,     44.10,10963
441,     44.20,10889
442,     44.30,10761
443,     44.40,10791
444,     44.50,10726
445,     44.60,10605
446,     44.70,10764
447,     44.80,10661
448,     44.90,10526
449,     45.00,10470
450,     45.10,10448
451,     45.20,10457
452,     45.30,10470
453,     45.40,10398
454,     45.50,10316
455,     45.60,10336
456,     45.70,10288
457,     45.80,10258
458,     45.90,10286
459,     46.00,10362
460,     46.10,10337
461,     46.20,10302
462,     46.30,10305
463,     46.40,10289
464,     46.50,10266
465,     46.60,10400
466,     46.70,10364
467,     46.80,10256
468,     46.90,10342
469,     47.00,10414
470,     47.10,10514
471,     47.20,10533
472,     47.30,10496
473,     47.40,10573
474,     47.50,10570
475,     47.60,10542
476,     47.70,10635
477,     47.80,10627
478,     47.90,10624
479,     48.00,10661
480,     48.10,10593
481,     48.20,10712
482,     48.30,10784
483,     48.40,10724
484,     48.50,10783
485,     48.60,10738
486,     48.70,10754
487,     48.80,10749
488,     48.90,10765
489,     49.00,10665
490,     49.10,10724
491,     49.20,10762
492,     49.30,10738
493,     49.40,10792
494,     49.50,10735
495,     49.60,10704
496,     49.70,10556
497,     49.80,10634
498,     49.90,10546
499,     50.00,10577
500,     50.10,10543
501,     50.20,10407
502,     50.30,10439
503,     50.40,10370
504,     50.50,10459
505,     50.60,10268
506,     50.70,10301
507,     50.80,10230
508,     50.90,10223
509,     51.00,10181
510,     51.10,10104
511,     51.20,10033
512,     51.30,9930
513,     51.40,9983
514,     51.50,9987
515,     51.60,9899
516,     51.70,9863
517,     51.80,9698
518,     51.90,9747
519,     52.00,9683
520,     52.10,9624
521,     52.20,9635
522,     52.30,9602
523,     52.40,9511
524,     52.50,9554
525,     52.60,9508
526,     52.70,9432
527,     52.80,9431
528,     52.90,9268
529,     53.00,9284
530,     53.10,9163
531,     53.20,9257
532,     53.30,9272
533,     53.40,9184
534,     53.50,9215
535,     53.60,9239
536,     53.70,9015
537,     53.80,9098
538,     53.90,9090
539,     54.00,9008
540,     54.10,8983
541,     54.20,8985
542,     54.30,8995
543,     54.40,8892
544,     54.50,8892
545,     54.60,8972
546,     54.70,8949
547,     54.80,8934
548,     54.90,8921
549,     55.00,8797
550,     55.10,8842
551,     55.20,8853
552,     55.30,8899
553,     55.40,8813
554,     55.50,8841
555,     55.60,8828
556,     55.70,8752
557,     55.80,8894
558,     55.90,8894
559,     56.00,8771
560,     56.10,8818
561,     56.20,8760
562,     56.30,8823
563,     56.40,8811
564,     56.50,8765
565,     56.60,8770
566,     56.70,8812
567,     56.80,8814
568,     56.90,8890
569,     57.00,8713
570,     57.10,8784
571,     57.20,8696
572,     57.30,8836
573,     57.40,8786
574,     57.50,8698
575,     57.60,8711
576,     57.70,8728
577,     57.80,8707
578,     57.90,8660
579,     58.00,8692
580,     58.10,8636
581,     58.20,8557
582,     58.30,8575
583,     58.40,8441
584,     58.50,8504
585,     58.60,8441
586,     58.70,8494
587,     58.80,8379
588,     58.90,8391
589,     59.00,8359
590,     59.10,8294
591,     59.20,8375
592,     59.30,8195
593,     59.40,8244
594,     59.50,8168
595,     59.60,8229
596,     59.70,8106
597,     59.80,8160
598,     59.90,8111
599,     60.00,8102
600,     60.10,8006
601,     60.20,7958
602,     60.30,8004
603,     60.40,8087
604,     60.50,8031
605,     60.60,8019
606,     60.70,8025
607,     60.80,7966
608,     60.90,7986
609,     61.00,8011
610,     61.10,8040
611,     61.20,8058
612,     61.30,8070
613,     61.40,8046
614,     61.50,8060
615,     61.60,8078
616,     61.70,8108
617,     61.80,8140
618,     61.90,8153
619,     62.00,8123
620,     62.10,8202
621,     62.20,8283
622,     62.30,8213
623,     62.40,8220
624,     62.50,8173
625,     62.60,8237
626,     62.70,8266
627,     62.80,8307
628,     62.90,8304
629,     63.00,8337
630,     63.10,8309
631,     63.20,8326
632,     63.30,8300
633,     63.40,8360
634,     63.50,8315
635,     63.60,8304
636,     63.70,8253
637,     63.80,8308
638,     63.90,8261
639,     64.00,8176
640,     64.10,8168
641,     64.20,8195
642,     64.30,8061
643,     64.40,8085
644,     64.50,8063
645,     64.60,8022
646,     64.70,7915
647,     64.80,7946
648,     64.90,7791
649,     65.00,7798
650,     65.10,7724
651,     65.20,7670
652,     65.30,7681
653,     65.40,7515
654,     65.50,7494
655,     65.60,7495
656,     65.70,7392
657,     65.80,7368
658,     65.90,7222
659,     66.00,7240
660,     66.10,7199
661,     66.20,7064
662,     66.30,7004
663,     66.40,7107
664,     66.50,6926
665,     66.60,6913
666,     66.70,6763
667,     66.80,6797
668,     66.90,6714
669,     67.00,6751
670,     67.10,6617
671,     67.20,6597
672,     67.30,6634
673,     67.40,6536
674,     67.50,6463
675,     67.60,6471
676,     67.70,6428
677,     67.80,6390
678,     67.90,6453
679,     68.00,6407
680,     68.10,6249
681,     68.20,6271
682,     68.30,6238
683,     68.40,6103
684,     68.50,6279
685,     68.60,6228
686,     68.70,6200
687,     68.80,6197
688,     68.90,6163
689,     69.00,6131
690,     69.10,6181
691,     69.20,6133
692,     69.30,6162
693,     69.40,6154
694,     69.50,6185
695,     69.60,6080
696,     69.70,6118
697,     69.80,6088
698,     69.90,6086
699,     70.00,6085
700,     70.10,6040
701,     70.20,6178
702,     70.30,6115
703,     70.40,6086
704,     70.50,6068
705,     70.60,6100
706,     70.70,6199
707,     70.80,6104
708,     70.90,6184
709,     71.00,6128
710,     71.10,6144
711,     71.20,6149
712,     71.30,6189
713,     71.40,6161
714,     71.50,6178
715,     71.60,6158
716,     71.70,6089
717,     71.80,6151
718,     71.90,6205
719,     72.00,6171
720,     72.10,6157
721,     72.20,6182
722,     72.30,6099
723,     72.40,6207
724,     72.50,6128
725,     72.60,6083
726,     72.70,6065
727,     72.80,6047
728,     72.90,5998
729,     73.00,6010
730,     73.10,5977
731,     73.20,5965
732,     73.30,5984
733,     73.40,5866
734,     73.50,5919
735,     73.60,5862
736,     73.70,5793
737,     73.80,5798
738,     73.90,5765
739,     74.00,5753
740,     74.10,5725
741,     74.20,5606
742,     74.30,5690
743,     74.40,5602
744,     74.50,5596
745,     74.60,5481
746,     74.70,5507
747,     74.80,5468
748,     74.90,5434
749,     75.00,5428
750,     75.10,5435
751,     75.20,5380
752,     75.30,5333
753,     75.40,5357
754,     75.50,5322
755,     75.60,5246
756,     75.70,5273
757,     75.80,5327
758,     75.90,5308
759,     76.00,5250
760,     76.10,5222
761,     76.20,5224
762,     76.30,5208
763,     76.40,5180
764,     76.50,5145
765,     76.60,5188
