Spectrum Name:,
Description:,
Student ID:,
Detector Used:,
Comments:,
Acquisition Mode:,Mossbauer
Mossbauer Dwell Time:,0.1 mSeconds
Elapsed Passes:,27000 
High Voltage:,1800
Conversion Gain:,2048
Coarse Gain:,8
Fine Gain:,1.77
ULD:,  45%
LLD:,  28%

Channel Data:
Chan,Dwell(mSec.),Counts
0,      0.10,193
1,      0.20,190
2,      0.30,164
3,      0.40,182
4,      0.50,188
5,      0.60,154
6,      0.70,196
7,      0.80,173
8,      0.90,157
9,      1.00,195
10,      1.10,166
11,      1.20,175
12,      1.30,156
13,      1.40,195
14,      1.50,170
15,      1.60,174
16,      1.70,187
17,      1.80,198
18,      1.90,178
19,      2.00,202
20,      2.10,192
21,      2.20,215
22,      2.30,183
23,      2.40,200
24,      2.50,200
25,      2.60,157
26,      2.70,173
27,      2.80,198
28,      2.90,178
29,      3.00,160
30,      3.10,168
31,      3.20,197
32,      3.30,192
33,      3.40,174
34,      3.50,174
35,      3.60,165
36,      3.70,165
37,      3.80,168
38,      3.90,188
39,      4.00,174
40,      4.10,174
41,      4.20,168
42,      4.30,179
43,      4.40,197
44,      4.50,192
45,      4.60,169
46,      4.70,147
47,      4.80,165
48,      4.90,183
49,      5.00,159
50,      5.10,180
51,      5.20,181
52,      5.30,187
53,      5.40,177
54,      5.50,138
55,      5.60,156
56,      5.70,163
57,      5.80,186
58,      5.90,158
59,      6.00,174
60,      6.10,164
61,      6.20,157
62,      6.30,195
63,      6.40,187
64,      6.50,176
65,      6.60,178
66,      6.70,157
67,      6.80,160
68,      6.90,152
69,      7.00,185
70,      7.10,170
71,      7.20,179
72,      7.30,198
73,      7.40,188
74,      7.50,153
75,      7.60,151
76,      7.70,190
77,      7.80,171
78,      7.90,148
79,      8.00,167
80,      8.10,163
81,      8.20,189
82,      8.30,168
83,      8.40,187
84,      8.50,159
85,      8.60,179
86,      8.70,196
87,      8.80,182
88,      8.90,173
89,      9.00,166
90,      9.10,180
91,      9.20,193
92,      9.30,192
93,      9.40,165
94,      9.50,155
95,      9.60,173
96,      9.70,167
97,      9.80,168
98,      9.90,167
99,     10.00,176
100,     10.10,181
101,     10.20,183
102,     10.30,172
103,     10.40,193
104,     10.50,146
105,     10.60,165
106,     10.70,186
107,     10.80,168
108,     10.90,162
109,     11.00,170
110,     11.10,181
111,     11.20,178
112,     11.30,178
113,     11.40,174
114,     11.50,187
115,     11.60,186
116,     11.70,159
117,     11.80,191
118,     11.90,183
119,     12.00,165
120,     12.10,162
121,     12.20,147
122,     12.30,176
123,     12.40,176
124,     12.50,203
125,     12.60,163
