Spectrum Name:,
Description:,
Student ID:,
Detector Used:,
Comments:,
Acquisition Mode:,Mossbauer
Mossbauer Dwell Time:,0.1 mSeconds
Elapsed Passes:,27000 
High Voltage:,1800
Conversion Gain:,2048
Coarse Gain:,8
Fine Gain:,1.77
ULD:,  45%
LLD:,  28%

Channel Data:
Chan,Dwell(mSec.),Counts
0,      0.10,338
1,      0.20,281
2,      0.30,277
3,      0.40,324
4,      0.50,314
5,      0.60,268
6,      0.70,319
7,      0.80,325
8,      0.90,287
9,      1.00,292
10,      1.10,305
11,      1.20,325
12,      1.30,304
13,      1.40,298
14,      1.50,285
15,      1.60,333
16,      1.70,295
17,      1.80,290
18,      1.90,305
19,      2.00,274
20,      2.10,331
21,      2.20,271
22,      2.30,274
23,      2.40,312
24,      2.50,265
25,      2.60,308
26,      2.70,282
27,      2.80,322
28,      2.90,299
29,      3.00,338
30,      3.10,346
31,      3.20,314
32,      3.30,322
33,      3.40,309
34,      3.50,316
35,      3.60,318
36,      3.70,305
37,      3.80,290
38,      3.90,279
39,      4.00,291
40,      4.10,311
41,      4.20,278
42,      4.30,315
43,      4.40,302
44,      4.50,303
45,      4.60,304
46,      4.70,268
47,      4.80,288
48,      4.90,289
49,      5.00,289
50,      5.10,320
51,      5.20,281
52,      5.30,307
53,      5.40,258
54,      5.50,216
55,      5.60,250
56,      5.70,303
57,      5.80,276
58,      5.90,284
59,      6.00,294
60,      6.10,310
61,      6.20,300
62,      6.30,311
63,      6.40,304
64,      6.50,268
65,      6.60,320
66,      6.70,330
67,      6.80,329
68,      6.90,281
69,      7.00,274
70,      7.10,294
71,      7.20,290
72,      7.30,283
73,      7.40,279
74,      7.50,302
75,      7.60,305
76,      7.70,268
77,      7.80,281
78,      7.90,300
79,      8.00,295
80,      8.10,320
81,      8.20,293
82,      8.30,272
83,      8.40,288
84,      8.50,287
85,      8.60,262
86,      8.70,322
87,      8.80,290
88,      8.90,309
89,      9.00,323
90,      9.10,304
91,      9.20,306
92,      9.30,306
93,      9.40,295
94,      9.50,295
95,      9.60,275
96,      9.70,300
97,      9.80,300
98,      9.90,309
99,     10.00,288
100,     10.10,290
101,     10.20,285
102,     10.30,297
103,     10.40,317
104,     10.50,292
105,     10.60,290
106,     10.70,316
107,     10.80,311
108,     10.90,282
109,     11.00,288
110,     11.10,297
111,     11.20,298
112,     11.30,303
113,     11.40,298
114,     11.50,314
115,     11.60,310
116,     11.70,315
117,     11.80,311
118,     11.90,286
119,     12.00,316
120,     12.10,292
121,     12.20,333
122,     12.30,302
123,     12.40,311
124,     12.50,296
125,     12.60,287
126,     12.70,286
127,     12.80,304
128,     12.90,293
129,     13.00,279
130,     13.10,292
131,     13.20,318
132,     13.30,281
133,     13.40,297
134,     13.50,298
135,     13.60,308
136,     13.70,303
137,     13.80,302
138,     13.90,302
139,     14.00,300
140,     14.10,307
141,     14.20,268
142,     14.30,326
143,     14.40,287
144,     14.50,297
145,     14.60,301
146,     14.70,282
147,     14.80,305
148,     14.90,292
149,     15.00,296
150,     15.10,290
151,     15.20,313
152,     15.30,313
153,     15.40,291
154,     15.50,314
155,     15.60,298
156,     15.70,307
157,     15.80,309
158,     15.90,293
159,     16.00,294
160,     16.10,306
161,     16.20,290
162,     16.30,284
163,     16.40,313
164,     16.50,308
165,     16.60,308
166,     16.70,278
167,     16.80,328
168,     16.90,266
169,     17.00,314
170,     17.10,276
171,     17.20,298
172,     17.30,290
173,     17.40,303
174,     17.50,284
175,     17.60,328
176,     17.70,303
177,     17.80,303
178,     17.90,279
179,     18.00,293
180,     18.10,293
181,     18.20,299
182,     18.30,302
183,     18.40,299
184,     18.50,315
185,     18.60,296
186,     18.70,319
187,     18.80,294
188,     18.90,302
189,     19.00,304
190,     19.10,303
191,     19.20,313
192,     19.30,310
193,     19.40,293
194,     19.50,282
195,     19.60,302
196,     19.70,277
197,     19.80,312
198,     19.90,306
199,     20.00,288
200,     20.10,262
201,     20.20,290
202,     20.30,295
203,     20.40,284
204,     20.50,309
205,     20.60,298
206,     20.70,299
207,     20.80,298
208,     20.90,308
209,     21.00,312
210,     21.10,280
211,     21.20,299
212,     21.30,319
213,     21.40,292
214,     21.50,301
215,     21.60,278
216,     21.70,320
217,     21.80,283
218,     21.90,311
219,     22.00,316
220,     22.10,292
221,     22.20,265
222,     22.30,342
223,     22.40,278
224,     22.50,284
225,     22.60,309
226,     22.70,273
227,     22.80,268
228,     22.90,299
229,     23.00,277
230,     23.10,299
231,     23.20,313
232,     23.30,303
233,     23.40,279
234,     23.50,293
235,     23.60,290
236,     23.70,304
237,     23.80,289
238,     23.90,323
239,     24.00,261
240,     24.10,301
241,     24.20,279
242,     24.30,289
243,     24.40,286
244,     24.50,292
245,     24.60,291
246,     24.70,310
247,     24.80,313
248,     24.90,277
249,     25.00,302
250,     25.10,289
251,     25.20,317
252,     25.30,293
253,     25.40,331
254,     25.50,305
255,     25.60,327
256,     25.70,279
257,     25.80,285
258,     25.90,313
259,     26.00,287
260,     26.10,308
261,     26.20,297
262,     26.30,328
263,     26.40,297
264,     26.50,310
265,     26.60,281
266,     26.70,272
267,     26.80,282
268,     26.90,310
269,     27.00,304
270,     27.10,306
271,     27.20,311
272,     27.30,301
273,     27.40,284
274,     27.50,288
275,     27.60,311
276,     27.70,300
277,     27.80,296
278,     27.90,279
279,     28.00,295
280,     28.10,276
281,     28.20,303
282,     28.30,254
283,     28.40,307
284,     28.50,319
285,     28.60,284
286,     28.70,327
287,     28.80,302
288,     28.90,313
289,     29.00,272
290,     29.10,301
291,     29.20,284
292,     29.30,300
293,     29.40,285
294,     29.50,311
295,     29.60,301
296,     29.70,301
297,     29.80,304
298,     29.90,275
299,     30.00,279
300,     30.10,300
301,     30.20,293
302,     30.30,318
303,     30.40,312
304,     30.50,294
305,     30.60,279
306,     30.70,324
307,     30.80,290
308,     30.90,279
309,     31.00,294
310,     31.10,305
311,     31.20,298
312,     31.30,290
313,     31.40,294
314,     31.50,305
315,     31.60,288
316,     31.70,270
317,     31.80,309
318,     31.90,270
319,     32.00,310
320,     32.10,260
321,     32.20,314
322,     32.30,311
323,     32.40,318
324,     32.50,296
325,     32.60,300
326,     32.70,302
327,     32.80,265
328,     32.90,294
329,     33.00,306
330,     33.10,290
331,     33.20,306
332,     33.30,262
333,     33.40,307
334,     33.50,304
335,     33.60,300
336,     33.70,297
337,     33.80,303
338,     33.90,279
339,     34.00,309
340,     34.10,307
341,     34.20,287
342,     34.30,285
343,     34.40,284
344,     34.50,308
345,     34.60,293
346,     34.70,285
347,     34.80,336
348,     34.90,293
349,     35.00,299
350,     35.10,292
351,     35.20,273
352,     35.30,286
353,     35.40,287
354,     35.50,308
355,     35.60,301
356,     35.70,274
357,     35.80,270
358,     35.90,302
359,     36.00,306
360,     36.10,294
361,     36.20,319
362,     36.30,316
363,     36.40,294
364,     36.50,320
365,     36.60,296
366,     36.70,288
367,     36.80,275
368,     36.90,301
369,     37.00,288
370,     37.10,299
371,     37.20,314
372,     37.30,307
373,     37.40,297
374,     37.50,298
375,     37.60,302
376,     37.70,273
377,     37.80,323
378,     37.90,272
379,     38.00,282
380,     38.10,308
381,     38.20,280
382,     38.30,303
383,     38.40,260
384,     38.50,290
385,     38.60,291
386,     38.70,329
387,     38.80,262
388,     38.90,285
389,     39.00,308
390,     39.10,290
391,     39.20,269
392,     39.30,307
393,     39.40,281
394,     39.50,276
395,     39.60,302
396,     39.70,280
397,     39.80,314
398,     39.90,308
399,     40.00,306
400,     40.10,288
401,     40.20,317
402,     40.30,282
403,     40.40,271
404,     40.50,285
405,     40.60,300
406,     40.70,268
407,     40.80,311
408,     40.90,303
409,     41.00,276
410,     41.10,285
411,     41.20,327
412,     41.30,321
413,     41.40,322
414,     41.50,293
415,     41.60,261
416,     41.70,325
417,     41.80,311
418,     41.90,288
419,     42.00,311
420,     42.10,289
421,     42.20,312
422,     42.30,291
423,     42.40,273
424,     42.50,314
425,     42.60,306
426,     42.70,269
427,     42.80,298
428,     42.90,284
429,     43.00,314
430,     43.10,318
431,     43.20,290
432,     43.30,280
433,     43.40,293
434,     43.50,292
435,     43.60,312
436,     43.70,294
437,     43.80,287
438,     43.90,287
439,     44.00,302
440,     44.10,304
441,     44.20,266
442,     44.30,315
443,     44.40,311
444,     44.50,291
445,     44.60,308
446,     44.70,285
447,     44.80,296
448,     44.90,283
449,     45.00,305
450,     45.10,278
451,     45.20,285
452,     45.30,285
453,     45.40,321
454,     45.50,267
455,     45.60,285
456,     45.70,287
457,     45.80,287
458,     45.90,263
459,     46.00,275
460,     46.10,297
461,     46.20,317
462,     46.30,330
463,     46.40,306
464,     46.50,282
465,     46.60,319
466,     46.70,324
467,     46.80,299
468,     46.90,313
469,     47.00,308
470,     47.10,301
471,     47.20,347
472,     47.30,306
473,     47.40,301
474,     47.50,292
475,     47.60,286
476,     47.70,300
477,     47.80,310
478,     47.90,289
479,     48.00,278
480,     48.10,310
481,     48.20,306
482,     48.30,295
483,     48.40,320
484,     48.50,275
485,     48.60,279
486,     48.70,301
487,     48.80,279
488,     48.90,304
489,     49.00,278
490,     49.10,274
491,     49.20,292
492,     49.30,241
493,     49.40,301
494,     49.50,300
495,     49.60,320
496,     49.70,278
497,     49.80,285
498,     49.90,322
499,     50.00,321
500,     50.10,291
501,     50.20,258
502,     50.30,284
503,     50.40,296
504,     50.50,294
505,     50.60,286
506,     50.70,294
507,     50.80,275
508,     50.90,317
509,     51.00,314
510,     51.10,310
511,     51.20,285
512,     51.30,320
513,     51.40,310
514,     51.50,312
515,     51.60,256
516,     51.70,283
517,     51.80,277
518,     51.90,301
519,     52.00,298
520,     52.10,312
521,     52.20,277
522,     52.30,285
523,     52.40,295
524,     52.50,309
525,     52.60,307
526,     52.70,278
527,     52.80,274
528,     52.90,305
529,     53.00,319
530,     53.10,331
531,     53.20,316
532,     53.30,293
533,     53.40,284
534,     53.50,273
535,     53.60,280
536,     53.70,276
537,     53.80,294
538,     53.90,312
539,     54.00,299
540,     54.10,330
541,     54.20,301
542,     54.30,313
543,     54.40,298
544,     54.50,277
545,     54.60,286
546,     54.70,304
547,     54.80,302
548,     54.90,283
549,     55.00,287
550,     55.10,287
551,     55.20,286
552,     55.30,272
553,     55.40,312
554,     55.50,295
555,     55.60,301
556,     55.70,315
557,     55.80,294
558,     55.90,304
559,     56.00,281
560,     56.10,284
561,     56.20,279
562,     56.30,322
563,     56.40,307
564,     56.50,294
565,     56.60,289
566,     56.70,270
567,     56.80,312
568,     56.90,301
569,     57.00,293
570,     57.10,295
571,     57.20,290
572,     57.30,296
573,     57.40,318
574,     57.50,317
575,     57.60,307
576,     57.70,315
577,     57.80,274
578,     57.90,298
579,     58.00,280
580,     58.10,312
581,     58.20,313
582,     58.30,296
583,     58.40,267
584,     58.50,298
585,     58.60,272
586,     58.70,326
587,     58.80,304
588,     58.90,249
589,     59.00,312
590,     59.10,298
591,     59.20,298
592,     59.30,270
593,     59.40,288
594,     59.50,321
595,     59.60,312
596,     59.70,267
597,     59.80,303
598,     59.90,298
599,     60.00,312
600,     60.10,325
601,     60.20,276
602,     60.30,286
603,     60.40,298
604,     60.50,295
605,     60.60,304
606,     60.70,283
607,     60.80,305
608,     60.90,279
609,     61.00,312
610,     61.10,317
611,     61.20,305
612,     61.30,285
613,     61.40,292
614,     61.50,269
615,     61.60,291
616,     61.70,321
617,     61.80,285
618,     61.90,285
619,     62.00,294
620,     62.10,279
621,     62.20,290
622,     62.30,300
623,     62.40,277
624,     62.50,307
625,     62.60,310
626,     62.70,298
627,     62.80,291
628,     62.90,282
629,     63.00,290
630,     63.10,300
631,     63.20,274
632,     63.30,281
633,     63.40,284
634,     63.50,291
635,     63.60,279
636,     63.70,273
637,     63.80,281
638,     63.90,292
639,     64.00,313
640,     64.10,268
641,     64.20,299
642,     64.30,297
643,     64.40,280
644,     64.50,328
645,     64.60,287
646,     64.70,300
647,     64.80,303
648,     64.90,295
649,     65.00,284
650,     65.10,275
651,     65.20,316
652,     65.30,315
653,     65.40,313
654,     65.50,302
655,     65.60,303
656,     65.70,298
657,     65.80,319
658,     65.90,315
659,     66.00,340
660,     66.10,270
661,     66.20,293
662,     66.30,293
663,     66.40,284
664,     66.50,284
665,     66.60,270
666,     66.70,309
667,     66.80,292
668,     66.90,289
669,     67.00,265
670,     67.10,288
671,     67.20,267
672,     67.30,303
673,     67.40,280
674,     67.50,306
675,     67.60,261
676,     67.70,284
677,     67.80,316
678,     67.90,319
679,     68.00,293
680,     68.10,280
681,     68.20,337
682,     68.30,331
683,     68.40,304
684,     68.50,297
685,     68.60,292
