Spectrum Name:,
Description:,
Student ID:,
Detector Used:,
Comments:,
Acquisition Mode:,Mossbauer
Mossbauer Dwell Time:,0.1 mSeconds
Elapsed Passes:,360000 
High Voltage:,1800
Conversion Gain:,2048
Coarse Gain:,8
Fine Gain:,1.77
ULD:,  45%
LLD:,  28%

Channel Data:
Chan,Dwell(mSec.),Counts
0,      0.10,4492
1,      0.20,4540
2,      0.30,4484
3,      0.40,4478
4,      0.50,4546
5,      0.60,4616
6,      0.70,4503
7,      0.80,4677
8,      0.90,4472
9,      1.00,4590
10,      1.10,4480
11,      1.20,4501
12,      1.30,4559
13,      1.40,4575
14,      1.50,4593
15,      1.60,4440
16,      1.70,4514
17,      1.80,4504
18,      1.90,4565
19,      2.00,4634
20,      2.10,4464
21,      2.20,4526
22,      2.30,4542
23,      2.40,4436
24,      2.50,4528
25,      2.60,4481
26,      2.70,4648
27,      2.80,4481
28,      2.90,4557
29,      3.00,4384
30,      3.10,4487
31,      3.20,4712
32,      3.30,4469
33,      3.40,4564
34,      3.50,4643
35,      3.60,4501
36,      3.70,4518
37,      3.80,4462
38,      3.90,4523
39,      4.00,4348
40,      4.10,4500
41,      4.20,4452
42,      4.30,4382
43,      4.40,4451
44,      4.50,4477
45,      4.60,4503
46,      4.70,4475
47,      4.80,4331
48,      4.90,4244
49,      5.00,4199
50,      5.10,3793
51,      5.20,3673
52,      5.30,3683
53,      5.40,3997
54,      5.50,4231
55,      5.60,4452
56,      5.70,4466
57,      5.80,4541
58,      5.90,4431
59,      6.00,4516
60,      6.10,4433
61,      6.20,4565
62,      6.30,4348
63,      6.40,4421
64,      6.50,4576
65,      6.60,4372
66,      6.70,4439
67,      6.80,4460
68,      6.90,4582
69,      7.00,4590
70,      7.10,4513
71,      7.20,4451
72,      7.30,4475
73,      7.40,4542
74,      7.50,4539
75,      7.60,4447
76,      7.70,4542
77,      7.80,4569
78,      7.90,4530
79,      8.00,4521
80,      8.10,4526
81,      8.20,4588
82,      8.30,4405
83,      8.40,4430
84,      8.50,4593
85,      8.60,4471
